"","ID","Dbxref"
"35","rna34",c("GeneID:410663", "Genbank:XM_394140.7", "BEEBASE:GB42189")
"36","rna35",c("GeneID:113219398", "Genbank:XM_026446104.1")
"37","rna36",c("GeneID:726544", "Genbank:XM_016910793.2", "BEEBASE:GB42188")
"38","rna37",c("GeneID:726544", "Genbank:XM_006557376.3", "BEEBASE:GB42188")
"39","rna38",c("GeneID:726544", "Genbank:XM_016910803.2", "BEEBASE:GB42188")
"40","rna39",c("GeneID:726544", "Genbank:XM_006557380.3", "BEEBASE:GB42188")
"41","rna40",c("GeneID:726544", "Genbank:XM_006557381.3", "BEEBASE:GB42188")
"42","rna41",c("GeneID:726544", "Genbank:XM_001122271.5", "BEEBASE:GB42188")
"43","rna42",c("GeneID:726544", "Genbank:XM_006557386.3", "BEEBASE:GB42188")
"44","rna43",c("GeneID:726544", "Genbank:XM_006557383.3", "BEEBASE:GB42188")
"45","rna44",c("GeneID:726544", "Genbank:XM_006557382.3", "BEEBASE:GB42188")
"46","rna45",c("GeneID:726544", "Genbank:XM_006557384.3", "BEEBASE:GB42188")
"47","rna46",c("GeneID:726544", "Genbank:XM_006557379.3", "BEEBASE:GB42188")
"48","rna47",c("GeneID:726544", "Genbank:XM_006557385.3", "BEEBASE:GB42188")
"49","rna48",c("GeneID:726544", "Genbank:XM_016910810.2", "BEEBASE:GB42188")
"50","rna49",c("GeneID:732506", "Genbank:NR_031523.1", "miRBase:MI0001590")
"51","rna50",c("GeneID:732506", "miRBase:MIMAT0001485", "miRBase:MI0001590")
"52","rna51",c("GeneID:732505", "Genbank:NR_031522.1", "miRBase:MI0001589")
"53","rna52",c("GeneID:732505", "miRBase:MIMAT0001485", "miRBase:MI0001589")
"54","rna53",c("GeneID:104796173", "Genbank:NR_127369.1", "miRBase:MI0031814")
"55","rna54",c("GeneID:104796173", "miRBase:MIMAT0037292", "miRBase:MI0031814")
"56","rna55",c("GeneID:100315690", "Genbank:NR_034307.1", "miRBase:MI0010609")
"57","rna56",c("GeneID:100315690", "miRBase:MIMAT0010114", "miRBase:MI0010609")
"58","rna57",c("GeneID:100315660", "Genbank:NR_034285.1", "miRBase:MI0005730")
"59","rna58",c("GeneID:100315660", "miRBase:MIMAT0004422", "miRBase:MI0005730")
"60","rna59",c("GeneID:100315662", "Genbank:NR_034287.1", "miRBase:MI0005732")
"61","rna60",c("GeneID:100315662", "miRBase:MIMAT0001485", "miRBase:MI0005732")
"62","rna61",c("GeneID:100315669", "Genbank:NR_034296.1", "miRBase:MI0005741")
"63","rna62",c("GeneID:100315669", "miRBase:MIMAT0004432", "miRBase:MI0005741")
"64","rna63",c("GeneID:410772", "Genbank:XR_003305810.1", "BEEBASE:GB42186")
"65","rna64",c("GeneID:410772", "Genbank:XM_026444102.1", "BEEBASE:GB42186")
"66","rna65",c("GeneID:410772", "Genbank:XM_394248.6", "BEEBASE:GB42186")
"67","rna66",c("GeneID:551203", "Genbank:XM_026446225.1", "BEEBASE:GB42145")
"68","rna67",c("GeneID:551203", "Genbank:XM_026446229.1", "BEEBASE:GB42145")
"69","rna68",c("GeneID:551203", "Genbank:XM_026446228.1", "BEEBASE:GB42145")
"70","rna69",c("GeneID:551203", "Genbank:XM_026446230.1", "BEEBASE:GB42145")
"71","rna70",c("GeneID:551203", "Genbank:XM_026446227.1", "BEEBASE:GB42145")
"72","rna71",c("GeneID:551203", "Genbank:XM_026446232.1", "BEEBASE:GB42145")
"73","rna72",c("GeneID:551203", "Genbank:XM_026446234.1", "BEEBASE:GB42145")
"74","rna73",c("GeneID:551203", "Genbank:XM_026446237.1", "BEEBASE:GB42145")
"75","rna74",c("GeneID:551203", "Genbank:XM_026446226.1", "BEEBASE:GB42145")
"76","rna75",c("GeneID:551203", "Genbank:XM_026446233.1", "BEEBASE:GB42145")
"77","rna76",c("GeneID:551203", "Genbank:XM_026446235.1", "BEEBASE:GB42145")
"78","rna77",c("GeneID:551203", "Genbank:XM_026446236.1", "BEEBASE:GB42145")
"79","rna78",c("GeneID:551203", "Genbank:XM_026446231.1", "BEEBASE:GB42145")
"80","rna79",c("GeneID:100578621", "Genbank:XM_026446241.1", "BEEBASE:GB42184")
"81","rna80",c("GeneID:100578621", "Genbank:XM_026446239.1", "BEEBASE:GB42184")
"82","rna81",c("GeneID:100578621", "Genbank:XM_016910677.2", "BEEBASE:GB42184")
"83","rna82",c("GeneID:100578621", "Genbank:XM_026446240.1", "BEEBASE:GB42184")
"84","rna83",c("GeneID:100578621", "Genbank:XM_026446242.1", "BEEBASE:GB42184")
"85","rna84",c("GeneID:726446", "Genbank:XM_001120565.5")
"86","rna85",c("GeneID:100578600", "Genbank:XM_003249064.4", "BEEBASE:GB42183")
"87","rna86",c("GeneID:410771", "Genbank:XM_016918148.2", "BEEBASE:GB42150")
"88","rna87",c("GeneID:410771", "Genbank:XM_016918144.2", "BEEBASE:GB42150")
"89","rna88",c("GeneID:410771", "Genbank:XM_006557369.3", "BEEBASE:GB42150")
"90","rna89",c("GeneID:410771", "Genbank:XM_016918147.2", "BEEBASE:GB42150")
"91","rna90",c("GeneID:410771", "Genbank:XM_006557372.3", "BEEBASE:GB42150")
"92","rna91",c("GeneID:100578571", "Genbank:XM_016910683.2", "BEEBASE:GB42182")
"93","rna92",c("GeneID:100629100", "Genbank:NR_039462.1", "miRBase:MI0016172")
"94","rna93",c("GeneID:100629100", "miRBase:MIMAT0018542", "miRBase:MI0016172")
"95","rna94",c("GeneID:102654047", "Genbank:XM_006557374.3")
"96","rna95",c("GeneID:100577692", "Genbank:XM_026441502.1", "BEEBASE:GB42180")
"97","rna96",c("GeneID:100577692", "Genbank:XR_001706010.2", "BEEBASE:GB42180")
"98","rna97",c("GeneID:100577692", "Genbank:XR_001706008.2", "BEEBASE:GB42180")
"99","rna98",c("GeneID:100577692", "Genbank:XR_003304966.1", "BEEBASE:GB42180")
"100","rna99",c("GeneID:107965716", "Genbank:XR_001706027.2")
"101","rna100",c("GeneID:410769", "Genbank:XM_394245.6", "BEEBASE:GB42152")
"102","rna101",c("GeneID:410769", "Genbank:XM_016916693.2", "BEEBASE:GB42152")
"103","rna102",c("GeneID:100216325", "Genbank:NM_001141964.1")
"104","rna103",c("GeneID:113219286", "Genbank:XR_003306183.1")
"105","rna104",c("GeneID:100578334", "Genbank:XM_003249062.4", "BEEBASE:GB42177")
"106","rna105",c("GeneID:726756", "Genbank:XR_407471.3", "BEEBASE:GB42155")
"107","rna106",c("GeneID:726756", "Genbank:XM_001122476.5", "BEEBASE:GB42155")
"108","rna107",c("GeneID:410767", "Genbank:XR_407453.3", "BEEBASE:GB42156")
"109","rna108",c("GeneID:410767", "Genbank:NM_001204751.1", "BEEBASE:GB42156")
"110","rna109",c("GeneID:100629079", "Genbank:NR_039460.1", "miRBase:MI0016170")
"111","rna110",c("GeneID:100629079", "miRBase:MIMAT0018540", "miRBase:MI0016170")
"112","rna111",c("GeneID:726609", "Genbank:XM_006557359.3", "BEEBASE:GB11203")
"113","rna112",c("GeneID:726609", "Genbank:XM_016914916.2", "BEEBASE:GB11203")
"114","rna113",c("GeneID:726609", "Genbank:XM_006557358.3", "BEEBASE:GB11203")
"115","rna114",c("GeneID:726788", "Genbank:XM_001122509.5", "BEEBASE:GB42173")
"116","rna115",c("GeneID:100578031", "Genbank:XM_006557357.3", "BEEBASE:GB42172")
"117","rna116",c("GeneID:100578031", "Genbank:XM_016917835.2", "BEEBASE:GB42172")
"118","rna117",c("GeneID:100578031", "Genbank:XM_026441961.1", "BEEBASE:GB42172")
"119","rna118",c("GeneID:100578031", "Genbank:XM_016917834.2", "BEEBASE:GB42172")
"120","rna119",c("GeneID:107966044", "Genbank:XR_001706436.2")
"121","rna120",c("GeneID:410766", "Genbank:XM_006557355.2", "BEEBASE:GB42159")
"122","rna121",c("GeneID:410766", "Genbank:XM_006557354.2", "BEEBASE:GB42159")
"123","rna122",c("GeneID:410766", "Genbank:XM_026446332.1", "BEEBASE:GB42159")
"124","rna123",c("GeneID:551646", "Genbank:XM_026446257.1", "BEEBASE:GB42170")
"125","rna124",GeneID:107966077
"126","rna125",c("GeneID:113219417", "Genbank:XM_026446333.1")
"127","rna126",c("GeneID:113219404", "Genbank:XM_026446258.1")
"128","rna127",c("GeneID:551678", "Genbank:XM_006557352.3", "BEEBASE:GB42168")
"129","rna128",c("GeneID:551678", "Genbank:XM_624067.5", "BEEBASE:GB42168")
"130","rna129",GeneID:107966076
"131","rna130",c("GeneID:726886", "Genbank:XM_026439854.1")
"132","rna131",c("GeneID:100577848", "Genbank:XR_407459.3")
"133","rna132",c("GeneID:113219278", "Genbank:XR_003306169.1")
"134","rna133",c("GeneID:408626", "Genbank:XM_006557350.3", "BEEBASE:GB42161")
"135","rna134",c("GeneID:408626", "Genbank:XM_006557351.3", "BEEBASE:GB42161")
"136","rna135",c("GeneID:408626", "Genbank:XM_016917789.2", "BEEBASE:GB42161")
"137","rna136",c("GeneID:408626", "Genbank:XM_016917790.2", "BEEBASE:GB42161")
"138","rna137",c("GeneID:102655614", "Genbank:XR_407457.3")
"139","rna138",c("GeneID:726912", "Genbank:XM_016917650.2", "BEEBASE:GB42164")
"140","rna139",c("GeneID:726912", "Genbank:XM_026440446.1", "BEEBASE:GB42164")
"141","rna140",c("GeneID:100628995", "Genbank:NR_039432.1", "miRBase:MI0016140")
"142","rna141",c("GeneID:100628995", "miRBase:MIMAT0018510", "miRBase:MI0016140")
"143","rna142",c("GeneID:100629094", "Genbank:NR_039430.1", "miRBase:MI0016138")
"144","rna143",c("GeneID:100629094", "miRBase:MIMAT0018508", "miRBase:MI0016138")
"145","rna144",c("GeneID:102655442", "Genbank:XR_003304627.1")
"146","rna145",c("GeneID:102655442", "Genbank:XR_407455.3")
"147","rna146",c("GeneID:107965930", "Genbank:XR_003304626.1")
"148","rna147",c("GeneID:113219285", "Genbank:XR_003306182.1")
"149","rna148",c("GeneID:100576602", "Genbank:XR_003306485.1")
"150","rna149",c("GeneID:100576602", "Genbank:XR_003306483.1")
"151","rna150",c("GeneID:100576602", "Genbank:XR_003306479.1")
"152","rna151",c("GeneID:100576602", "Genbank:XR_407901.3")
"153","rna152",c("GeneID:100576602", "Genbank:XR_003306482.1")
"154","rna153",c("GeneID:100576602", "Genbank:XR_003306484.1")
"155","rna154",c("GeneID:100576602", "Genbank:XR_003306480.1")
"156","rna155",c("GeneID:100576602", "Genbank:XR_001702155.2")
"157","rna156",c("GeneID:100576602", "Genbank:XR_003306481.1")
"158","rna157",c("GeneID:113218530", "Genbank:XM_026446031.1")
"159","rna158",c("GeneID:100576537", "Genbank:XR_407902.3", "BEEBASE:GB47705")
"160","rna159",c("GeneID:100576700", "Genbank:XM_006558554.3", "BEEBASE:GB47718")
"161","rna160",c("GeneID:100576700", "Genbank:XM_026446034.1", "BEEBASE:GB47718")
"162","rna161",c("GeneID:100576700", "Genbank:XM_006558552.3", "BEEBASE:GB47718")
"163","rna162",c("GeneID:100576700", "Genbank:XM_026446033.1", "BEEBASE:GB47718")
"164","rna163",GeneID:107966080
"165","rna164",c("GeneID:113219393", "Genbank:XR_003306491.1")
"166","rna165",c("GeneID:102653619", "Genbank:XR_003306490.1")
"167","rna166",c("GeneID:102653619", "Genbank:XR_003306488.1")
"168","rna167",c("GeneID:102653619", "Genbank:XR_003306487.1")
"169","rna168",c("GeneID:102653619", "Genbank:XR_003306489.1")
"170","rna169",c("GeneID:102653619", "Genbank:XR_001702156.2")
"171","rna170",c("GeneID:102653619", "Genbank:XR_003306486.1")
"172","rna171",c("GeneID:107963981", "Genbank:XR_001702158.2")
"173","rna172",c("GeneID:724948", "Genbank:XM_026446035.1", "BEEBASE:GB47719")
"174","rna173",c("GeneID:724948", "Genbank:XM_006558620.3", "BEEBASE:GB47719")
"175","rna174",c("GeneID:100576789", "Genbank:XM_003249303.4", "BEEBASE:GB47720")
"176","rna175",c("GeneID:100576789", "Genbank:XM_026446036.1", "BEEBASE:GB47720")
"177","rna176",c("GeneID:113219394", "Genbank:XM_026446039.1")
"178","rna177",c("GeneID:113219394", "Genbank:XM_026446038.1")
"179","rna178",c("GeneID:113219394", "Genbank:XM_026446043.1")
"180","rna179",c("GeneID:113219394", "Genbank:XM_026446037.1")
"181","rna180",c("GeneID:113219394", "Genbank:XR_003306492.1")
"182","rna181",c("GeneID:113219394", "Genbank:XM_026446045.1")
"183","rna182",c("GeneID:113219394", "Genbank:XM_026446047.1")
"184","rna183",c("GeneID:113219394", "Genbank:XM_026446041.1")
"185","rna184",c("GeneID:113219394", "Genbank:XM_026446046.1")
"186","rna185",c("GeneID:113219394", "Genbank:XM_026446042.1")
"187","rna186",c("GeneID:113219394", "Genbank:XM_026446044.1")
"188","rna187",c("GeneID:113219394", "Genbank:XM_026446040.1")
"189","rna188",c("GeneID:100576820", "Genbank:XM_026446049.1", "BEEBASE:GB47721")
"190","rna189",c("GeneID:724874", "Genbank:XM_003249306.4", "BEEBASE:GB47723")
"191","rna190",c("GeneID:724874", "Genbank:XM_006558561.3", "BEEBASE:GB47723")
"192","rna191",c("GeneID:724874", "Genbank:XM_016910716.2", "BEEBASE:GB47723")
"193","rna192",c("GeneID:724874", "Genbank:XM_026446048.1", "BEEBASE:GB47723")
"194","rna193",c("GeneID:751098", "Genbank:XM_026442989.1", "BEEBASE:GB47694")
"195","rna194",c("GeneID:751098", "Genbank:XM_026442949.1", "BEEBASE:GB47694")
"196","rna195",c("GeneID:751098", "Genbank:XM_026442921.1", "BEEBASE:GB47694")
"197","rna196",c("GeneID:751098", "Genbank:XM_026442862.1", "BEEBASE:GB47694")
"198","rna197",c("GeneID:751098", "Genbank:NM_001077823.2", "BEEBASE:GB47694")
"199","rna198",c("GeneID:113219395", "Genbank:XM_026446050.1")
"200","rna199",c("GeneID:410763", "Genbank:XM_006558574.3", "BEEBASE:GB47689")
"201","rna200",c("GeneID:100576088", "Genbank:XM_026446259.1", "BEEBASE:GB47724")
"202","rna201",c("GeneID:410765", "Genbank:XM_003249309.4", "BEEBASE:GB47725")
"203","rna202",c("GeneID:113219396", "Genbank:XM_026446051.1")
"204","rna203",c("GeneID:408625", "Genbank:XM_026446052.1", "BEEBASE:GB47687")
"205","rna204",c("GeneID:113218523", "Genbank:XM_006558575.3")
"206","rna205",c("GeneID:102654759", "Genbank:XR_407921.3")
"207","rna206",c("GeneID:102654759", "Genbank:XR_003305921.1")
"208","rna207",c("GeneID:113219182", "Genbank:XR_003305923.1")
"209","rna208",c("GeneID:724679", "Genbank:XM_026444468.1", "BEEBASE:GB47727")
"210","rna209",c("GeneID:102654998", "Genbank:XR_001703024.2")
"211","rna210",c("GeneID:102654998", "Genbank:XR_003306529.1")
"212","rna211",c("GeneID:102654998", "Genbank:XR_003306531.1")
"213","rna212",c("GeneID:102654998", "Genbank:XR_001703023.2")
"214","rna213",c("GeneID:409327", "Genbank:XM_397559.7", "BEEBASE:GB47728")
"215","rna214",c("GeneID:409327", "Genbank:XM_026446238.1", "BEEBASE:GB47728")
"216","rna215",c("GeneID:409327", "Genbank:XM_026446243.1", "BEEBASE:GB47728")
"217","rna216",c("GeneID:409327", "Genbank:XM_006558576.3", "BEEBASE:GB47728")
"218","rna217",c("GeneID:409327", "Genbank:XM_006558577.3", "BEEBASE:GB47728")
"219","rna218",c("GeneID:113219405", "Genbank:XR_003306535.1")
"220","rna219",c("GeneID:113219405", "Genbank:XR_003306532.1")
"221","rna220",c("GeneID:724537", "Genbank:XM_001120426.5", "BEEBASE:GB47732")
"222","rna221",c("GeneID:724537", "Genbank:XM_016912272.2", "BEEBASE:GB47732")
"223","rna222",c("GeneID:102655107", "Genbank:XM_006558578.3")
"224","rna223",c("GeneID:409620", "Genbank:XM_026439223.1", "BEEBASE:GB47683")
"225","rna224",c("GeneID:409620", "Genbank:XM_026439220.1", "BEEBASE:GB47683")
"226","rna225",c("GeneID:100577325", "Genbank:XM_003249312.4", "BEEBASE:GB47734")
"227","rna226",c("GeneID:100577325", "Genbank:XM_003249313.4", "BEEBASE:GB47734")
"228","rna227",c("GeneID:113219401", "Genbank:XR_003306523.1")
"229","rna228",c("GeneID:551204", "Genbank:XM_623599.6", "BEEBASE:GB47735")
"230","rna229",c("GeneID:724372", "Genbank:XM_006558582.3")
"231","rna230",c("GeneID:724372", "Genbank:XM_006558581.3")
"232","rna231",c("GeneID:725343", "Genbank:XM_026446194.1", "BEEBASE:GB47736")
"233","rna232",c("GeneID:725306", "Genbank:XM_006558584.3", "BEEBASE:GB47680")
"234","rna233",c("GeneID:725306", "Genbank:XM_006558583.3", "BEEBASE:GB47680")
"235","rna234",c("GeneID:409930", "Genbank:XM_393421.5", "BEEBASE:GB47679")
"236","rna235",c("GeneID:409931", "Genbank:XM_016912185.2", "BEEBASE:GB47678")
"237","rna236",c("GeneID:409931", "Genbank:XM_393422.7", "BEEBASE:GB47678")
"238","rna237",c("GeneID:107964458", "Genbank:XR_001702974.2")
"239","rna238",c("GeneID:100578066", "Genbank:XM_006558591.3")
"240","rna239",c("GeneID:100578066", "Genbank:XM_006558590.3")
"241","rna240",c("GeneID:100578066", "Genbank:XM_006558588.3")
"242","rna241",c("GeneID:100578066", "Genbank:XM_026444753.1")
"243","rna242",c("GeneID:100578066", "Genbank:XM_006558587.3")
"244","rna243",c("GeneID:100578066", "Genbank:XM_006558593.3")
"245","rna244",c("GeneID:100578066", "Genbank:XM_026444772.1")
"246","rna245",c("GeneID:107964442", "Genbank:XR_003305983.1")
"247","rna246",c("GeneID:113219207", "Genbank:XR_003305979.1")
"248","rna247",c("GeneID:113219207", "Genbank:XR_003305978.1")
"249","rna248",c("GeneID:113219214", "Genbank:XR_003305995.1")
"250","rna249",c("GeneID:113219214", "Genbank:XR_003305996.1")
"251","rna250",c("GeneID:411665", "Genbank:XM_006558585.3", "BEEBASE:GB47675")
"252","rna251",c("GeneID:411665", "Genbank:XM_395133.6", "BEEBASE:GB47675")
"253","rna252",c("GeneID:411665", "Genbank:XM_006558586.3", "BEEBASE:GB47675")
"254","rna253",c("GeneID:411665", "Genbank:XM_016912197.2", "BEEBASE:GB47675")
"255","rna254",c("GeneID:102655805", "Genbank:XR_407947.3")
"256","rna255",c("GeneID:102655775", "Genbank:XR_003305999.1")
"257","rna256",c("GeneID:102655747", "Genbank:XR_407945.3")
"258","rna257",c("GeneID:102655720", "Genbank:XR_001702958.2")
"259","rna258",c("GeneID:102655652", "Genbank:XR_003305988.1")
"260","rna259",c("GeneID:102655652", "Genbank:XR_001702946.2")
"261","rna260",c("GeneID:102655652", "Genbank:XR_407941.3")
"262","rna261",c("GeneID:100578187", "Genbank:XR_001702932.2")
"263","rna262",c("GeneID:102656449", "Genbank:XR_003305896.1")
"264","rna263",c("GeneID:725041", "Genbank:XM_001120937.5", "BEEBASE:GB47740")
"265","rna264",c("GeneID:100578245", "Genbank:XM_006558598.3", "BEEBASE:GB47670")
"266","rna265",c("GeneID:100578245", "Genbank:XM_006558597.3", "BEEBASE:GB47670")
"267","rna266",c("GeneID:100578245", "Genbank:XM_003249288.4", "BEEBASE:GB47670")
"268","rna267",c("GeneID:100578245", "Genbank:XM_006558596.3", "BEEBASE:GB47670")
"269","rna268",c("GeneID:409852", "Genbank:XM_393342.7", "BEEBASE:GB47669")
"270","rna269",GeneID:107966075
"271","rna270",c("GeneID:102656644", "Genbank:XR_003304345.1")
"272","rna271",c("GeneID:102656644", "Genbank:XR_003304344.1")
"273","rna272",c("GeneID:102656644", "Genbank:XR_003304339.1")
"274","rna273",c("GeneID:102654804", "Genbank:XM_006558622.3")
"275","rna274",c("GeneID:413835", "Genbank:XR_001706444.2", "BEEBASE:GB47741")
"276","rna275",c("GeneID:413835", "Genbank:XR_001706445.2", "BEEBASE:GB47741")
"277","rna276",c("GeneID:413835", "Genbank:XM_397274.7", "BEEBASE:GB47741")
"278","rna277",c("GeneID:413835", "Genbank:XM_003249289.4", "BEEBASE:GB47741")
"279","rna278",c("GeneID:413835", "Genbank:XR_001706446.2", "BEEBASE:GB47741")
"280","rna279",c("GeneID:413835", "Genbank:XM_006558601.3", "BEEBASE:GB47741")
"281","rna280",c("GeneID:413834", "Genbank:XM_016917618.2", "BEEBASE:GB47743")
"282","rna281",c("GeneID:413834", "Genbank:XM_026446280.1", "BEEBASE:GB47743")
"283","rna282",c("GeneID:413834", "Genbank:XM_006558603.3", "BEEBASE:GB47743")
"284","rna283",c("GeneID:413834", "Genbank:XM_397273.7", "BEEBASE:GB47743")
"285","rna284",c("GeneID:113219407", "Genbank:XM_026446281.1")
"286","rna285",c("GeneID:409999", "Genbank:XM_006558606.3", "BEEBASE:GB47668")
"287","rna286",c("GeneID:409999", "Genbank:XM_393487.7", "BEEBASE:GB47668")
"288","rna287",c("GeneID:727331", "Genbank:XM_026446282.1", "BEEBASE:GB47744")
"289","rna288",c("GeneID:412118", "Genbank:XM_395584.7", "BEEBASE:GB47667")
"290","rna289",c("GeneID:726902", "Genbank:XM_001121025.5", "BEEBASE:GB47745")
"291","rna290",c("GeneID:552064", "Genbank:XM_624443.4", "BEEBASE:GB47746")
"292","rna291",c("GeneID:552064", "Genbank:XM_006558608.3", "BEEBASE:GB47746")
"293","rna292",c("GeneID:409479", "Genbank:XM_006558609.2", "BEEBASE:GB47747")
"294","rna293",c("GeneID:413609", "Genbank:NM_001214904.1", "BEEBASE:GB47748")
"295","rna294",c("GeneID:413609", "Genbank:XM_026440906.1", "BEEBASE:GB47748")
"296","rna295",c("GeneID:413609", "Genbank:XM_026440876.1", "BEEBASE:GB47748")
"297","rna296",c("GeneID:552163", "Genbank:XM_006558610.3", "BEEBASE:GB47666")
"298","rna297",c("GeneID:552163", "Genbank:XM_016917865.2", "BEEBASE:GB47666")
"299","rna298",c("GeneID:552163", "Genbank:XM_016917864.2", "BEEBASE:GB47666")
"300","rna299",c("GeneID:727019", "Genbank:XM_006558611.3", "BEEBASE:GB47663")
"301","rna300",c("GeneID:100578696", "Genbank:XM_006558613.3", "BEEBASE:GB47749")
"302","rna301",c("GeneID:100578696", "Genbank:XM_016917798.2", "BEEBASE:GB47749")
"303","rna302",c("GeneID:412925", "Genbank:XM_396376.7", "BEEBASE:GB47662")
"304","rna303",c("GeneID:411675", "Genbank:XM_395143.7", "BEEBASE:GB47751")
"305","rna304",c("GeneID:411675", "Genbank:XM_016917921.2", "BEEBASE:GB47751")
"306","rna305",c("GeneID:411808", "Genbank:XM_006558616.3", "BEEBASE:GB47661")
"307","rna306",c("GeneID:725638", "Genbank:XM_001121467.5", "BEEBASE:GB50350")
"308","rna307",c("GeneID:724901", "Genbank:XM_006559838.3", "BEEBASE:GB50348")
"309","rna308",c("GeneID:724901", "Genbank:XM_001119959.5", "BEEBASE:GB50348")
"310","rna309",c("GeneID:551574", "Genbank:XM_006559839.3", "BEEBASE:GB50347")
"311","rna310",c("GeneID:551574", "Genbank:XM_026442212.1", "BEEBASE:GB50347")
"312","rna311",c("GeneID:412610", "Genbank:XM_026442190.1", "BEEBASE:GB50352")
"313","rna312",c("GeneID:412610", "Genbank:XM_026442197.1", "BEEBASE:GB50352")
"314","rna313",c("GeneID:413784", "Genbank:XM_026445497.1", "BEEBASE:GB50353")
"315","rna314",c("GeneID:102655618", "Genbank:XM_026445525.1")
"316","rna315",c("GeneID:412473", "Genbank:XM_395930.6", "BEEBASE:GB50355")
"317","rna316",c("GeneID:550706", "Genbank:XM_006559845.3", "BEEBASE:GB50345")
"318","rna317",c("GeneID:550706", "Genbank:XM_006559844.3", "BEEBASE:GB50345")
"319","rna318",c("GeneID:550706", "Genbank:XM_006559842.3", "BEEBASE:GB50345")
"320","rna319",c("GeneID:550706", "Genbank:XM_006559843.3", "BEEBASE:GB50345")
"321","rna320",c("GeneID:725378", "Genbank:XM_003249533.3", "BEEBASE:GB14943")
"322","rna321",c("GeneID:727422", "Genbank:XM_026442619.1", "BEEBASE:GB50344")
"323","rna322",c("GeneID:727422", "Genbank:XM_026442641.1", "BEEBASE:GB50344")
"324","rna323",c("GeneID:727422", "Genbank:NM_001242556.1", "BEEBASE:GB50344")
"325","rna324",c("GeneID:725884", "Genbank:XM_001120364.5", "BEEBASE:GB50356")
"326","rna325",c("GeneID:113219419", "RFAM:RF00535", "Genbank:XR_003306548.1")
"327","rna326",c("GeneID:550716", "Genbank:XM_623108.6", "BEEBASE:GB50357")
"328","rna327",c("GeneID:727419", "Genbank:XM_001123127.5", "BEEBASE:GB50343")
"329","rna328",c("GeneID:408624", "Genbank:XM_006559846.3", "BEEBASE:GB50359")
"330","rna329",c("GeneID:408624", "Genbank:XM_006559848.3", "BEEBASE:GB50359")
"331","rna330",c("GeneID:408624", "Genbank:XM_392165.7", "BEEBASE:GB50359")
"332","rna331",c("GeneID:408624", "Genbank:XM_006559849.2", "BEEBASE:GB50359")
